74
2,3,4
2,4,2
3,4,1
2,5,2
1,6,-1
2,6,3
5,6,-1
2,7,2
3,7,5
2,8,-1
3,8,2
5,8,4
1,9,2
6,9,-1
8,9,-1
2,10,-1
4,10,3
1,11,4
4,11,3
6,11,4
9,11,3
10,11,5
4,12,4
6,12,5
7,12,-1
9,12,5
1,13,1
2,13,2
4,13,3
6,13,3
12,13,3
4,14,4
6,14,2
12,14,1
2,15,1
5,15,1
6,15,-1
7,15,5
8,15,5
9,15,1
12,15,5
2,16,3
3,16,4
4,16,3
7,16,1
8,16,-1
9,16,4
15,16,2
1,17,5
5,17,1
7,17,-1
9,17,4
10,17,3
11,17,5
1,18,-1
3,18,1
8,18,-1
12,18,3
13,18,-1
3,19,4
4,19,1
7,19,1
8,19,2
9,19,5
12,19,1
13,19,3
14,19,3
17,19,-1
18,19,-1
5,20,1
6,20,5
11,20,4
16,20,2
17,20,-1
2,20
4
