60
1,4,-1
2,4,2
3,4,4
3,6,2
5,6,5
3,7,3
4,8,4
6,8,-1
7,8,5
2,9,2
4,9,2
8,9,1
1,10,5
9,10,5
3,11,-1
4,11,5
6,11,-1
7,11,-1
10,11,-1
2,12,-1
3,12,-1
6,12,-1
8,12,4
9,12,3
11,12,-1
2,13,-1
3,13,3
4,13,1
9,13,5
2,14,4
5,14,-1
7,14,-1
8,14,5
10,14,1
13,14,1
2,15,-1
6,15,3
9,15,1
11,15,3
4,16,3
11,16,-1
12,16,5
13,16,3
7,17,1
8,17,-1
15,17,4
1,18,5
10,18,1
14,18,1
17,18,-1
4,19,-1
6,19,-1
17,19,-1
18,19,4
2,20,-1
3,20,-1
4,20,2
5,20,1
7,20,4
9,20,4
1,20
2
