44
1,1,2,22
2,1,3,35
3,2,3,31
4,1,4,33
5,2,4,21
6,3,4,22
7,1,5,18
8,2,5,35
9,3,5,47
10,4,5,44
11,1,6,17
12,2,6,26
13,3,6,16
14,4,6,40
15,5,6,19
16,1,7,32
17,2,7,13
18,3,7,25
19,4,7,13
20,5,7,27
21,6,7,12
22,1,8,26
23,2,8,30
24,3,8,15
25,4,8,25
26,5,8,31
27,6,8,11
28,7,8,18
29,1,9,50
30,2,9,40
31,3,9,50
32,4,9,26
33,6,9,44
34,7,9,25
35,8,9,42
36,1,10,19
37,2,10,37
38,3,10,25
39,4,10,15
40,5,10,22
41,6,10,19
42,7,10,39
43,8,10,14
44,9,10,30
40
0.0001
