3955
1,1,2,13
2,2,3,16
3,1,4,24
4,2,4,40
5,3,4,49
6,2,5,19
7,3,5,34
8,4,5,37
9,2,6,42
10,3,6,20
11,4,6,44
12,5,6,20
13,1,7,40
14,3,7,14
15,4,7,48
16,5,7,47
17,6,7,30
18,1,8,24
19,2,8,46
20,3,8,47
21,4,8,38
22,5,8,13
23,7,8,42
24,1,9,27
25,2,9,15
26,3,9,25
27,4,9,14
28,5,9,21
29,6,9,34
30,7,9,18
31,8,9,23
32,2,10,33
33,3,10,24
34,4,10,44
35,6,10,13
36,7,10,41
37,9,10,24
38,1,11,39
39,2,11,48
40,3,11,14
41,4,11,27
42,6,11,27
43,7,11,26
44,8,11,29
45,9,11,48
46,10,11,40
47,1,12,27
48,3,12,30
49,4,12,38
50,5,12,43
51,6,12,22
52,7,12,49
53,8,12,18
54,9,12,15
55,10,12,35
56,11,12,24
57,1,13,21
58,3,13,26
59,4,13,16
60,5,13,45
61,6,13,23
62,7,13,14
63,8,13,26
64,9,13,36
65,10,13,25
66,11,13,24
67,12,13,34
68,2,14,23
69,3,14,37
70,4,14,46
71,6,14,38
72,7,14,22
73,8,14,20
74,9,14,19
75,10,14,40
76,11,14,35
77,12,14,38
78,13,14,43
79,1,15,10
80,5,15,14
81,6,15,44
82,8,15,22
83,9,15,25
84,10,15,37
85,11,15,26
86,12,15,28
87,13,15,24
88,14,15,28
89,1,16,27
90,2,16,29
91,3,16,19
92,6,16,45
93,8,16,31
94,9,16,19
95,11,16,41
96,12,16,38
97,15,16,49
98,1,17,48
99,2,17,37
100,4,17,33
101,5,17,26
102,6,17,44
103,7,17,39
104,8,17,43
105,9,17,19
106,10,17,40
107,12,17,42
108,13,17,30
109,14,17,13
110,15,17,38
111,16,17,49
112,1,18,25
113,2,18,16
114,3,18,23
115,4,18,39
116,5,18,42
117,7,18,49
118,8,18,18
119,9,18,34
120,10,18,37
121,11,18,28
122,12,18,50
123,13,18,48
124,14,18,25
125,15,18,31
126,16,18,15
127,2,19,29
128,3,19,12
129,4,19,30
130,5,19,19
131,6,19,31
132,7,19,30
133,8,19,20
134,11,19,11
135,12,19,11
136,14,19,50
137,15,19,15
138,16,19,16
139,18,19,29
140,1,20,47
141,2,20,34
142,3,20,36
143,4,20,35
144,6,20,37
145,7,20,40
146,8,20,29
147,9,20,29
148,10,20,50
149,11,20,15
150,13,20,30
151,15,20,29
152,16,20,11
153,2,21,41
154,3,21,25
155,5,21,37
156,7,21,43
157,8,21,31
158,9,21,49
159,10,21,19
160,11,21,30
161,12,21,50
162,13,21,32
163,14,21,23
164,15,21,34
165,16,21,39
166,17,21,12
167,18,21,12
168,20,21,26
169,1,22,31
170,2,22,22
171,3,22,46
172,4,22,40
173,6,22,18
174,7,22,18
175,8,22,48
176,9,22,40
177,10,22,23
178,12,22,47
179,13,22,45
180,14,22,25
181,16,22,40
182,17,22,37
183,18,22,44
184,19,22,10
185,20,22,36
186,21,22,13
187,1,23,10
188,2,23,40
189,6,23,17
190,7,23,43
191,9,23,16
192,10,23,39
193,11,23,32
194,12,23,38
195,13,23,29
196,14,23,42
197,15,23,48
198,16,23,48
199,17,23,44
200,18,23,28
201,20,23,19
202,21,23,45
203,22,23,39
204,1,24,37
205,2,24,21
206,3,24,50
207,4,24,41
208,5,24,18
209,6,24,10
210,7,24,17
211,8,24,34
212,10,24,39
213,11,24,17
214,12,24,33
215,14,24,39
216,15,24,24
217,16,24,32
218,17,24,22
219,18,24,46
220,19,24,36
221,20,24,40
222,21,24,14
223,1,25,12
224,2,25,50
225,3,25,48
226,4,25,34
227,5,25,40
228,6,25,46
229,7,25,44
230,9,25,32
231,11,25,43
232,12,25,48
233,13,25,44
234,14,25,16
235,15,25,22
236,17,25,18
237,18,25,34
238,19,25,27
239,20,25,44
240,21,25,39
241,22,25,15
242,23,25,43
243,24,25,33
244,1,26,42
245,2,26,34
246,4,26,42
247,5,26,33
248,6,26,15
249,7,26,42
250,9,26,44
251,10,26,50
252,11,26,39
253,12,26,50
254,13,26,27
255,14,26,48
256,19,26,49
257,20,26,14
258,21,26,37
259,22,26,16
260,23,26,32
261,25,26,39
262,1,27,43
263,2,27,24
264,3,27,33
265,4,27,46
266,7,27,36
267,8,27,40
268,9,27,11
269,10,27,44
270,11,27,46
271,13,27,35
272,16,27,20
273,17,27,22
274,18,27,19
275,19,27,28
276,20,27,15
277,21,27,28
278,22,27,33
279,23,27,39
280,24,27,30
281,25,27,16
282,26,27,14
283,1,28,33
284,3,28,26
285,4,28,46
286,5,28,48
287,6,28,35
288,7,28,33
289,8,28,29
290,9,28,10
291,11,28,35
292,12,28,38
293,13,28,47
294,14,28,32
295,16,28,18
296,17,28,39
297,18,28,25
298,20,28,11
299,22,28,21
300,23,28,29
301,24,28,17
302,25,28,17
303,26,28,32
